pid, bhid, bhhsize, bage, doby, bsex, race, racel, yr2uk4, bmastat, bnchild, bnkids, bnch02, bnch34, bnch511, bnch1215, bjbstat, degree, resp_sec_5cat_b, parent_sec_5cat_b, bvote1, bvote2, bvote4, bvote5, bvote6, bvote7, bvote8, borgm, borgma, borgmb, borgmj, borgaf, borgmg, 
41875284, 34241325, 7, 34, 1957, male, indian, other as, 1972, married, 3, 3, 3, none, none, 2, employed, 0, VII/IIIb, V/VI, no, yes, labour, not very, fairly i, can't vo, labour, no, not ment, member t, not ment, not ment, not ment, 
50546236, 34241325, 7, 18, 1974, male, white, white we, inapplic, never ma, 0, 3, none, 3, none, 2, unemploy, 1, V/VI, VII/IIIb, proxy re, proxy re, none, not at  a, not at a, can't vo, labour, yes, not ment, not ment, not ment, not ment, not ment, 
91416291, 34241325, 7, 17, 1975, male, white, white we, inapplic, never ma, 0, 3, 3, none, none, 2, unemploy, 0, V/VI, II/IIIa, no, no, none, not at  a, not very, no, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
33153883, 18880642, 1, 71, 1921, male, white, white br, inapplic, widowed, 0, none, none, none, none, none, retired, 0, II/IIIa, II/IIIa, no, yes, lib dem, not very, fairly i, no, lib dem, yes, not ment, not ment, not ment, not ment, not ment, 
37624094, 46590545, 2, 64, 1928, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, employed, 0, VII/IIIb, II/IIIa, yes, inapplic, labour, fairly s, fairly i, no, labour, yes, not ment, not ment, not ment, not ment, not ment, 
95164356, 46590545, 2, 55, 1937, female, white, inapplic, 1972, married, 0, none, none, none, none, none, family c, 0, VII/IIIb, V/VI, yes, inapplic, labour, fairly s, not very, no, labour, no, not ment, not ment, not ment, active r, not ment, 
30825748, 23510824, 4, 27, 1965, female, indian, inapplic, inapplic, married, 2, 2, 2, none, 1, 1, employed, 0, II/IIIa, V/VI, no, no, none, not at  a, not very, no, conserva, no, not ment, not ment, not ment, not ment, not ment, 
4815871, 23510824, 4, 25, 1967, female, indian, asian/br, inapplic, married, 2, 2, 2, none, 1, 1, family c, 0, VII/IIIb, V/VI, no, no, none, not at  a, not very, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
96014371, 27030168, 3, 55, 1937, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, employed, 0, V/VI, V/VI, proxy re, proxy re, none, not at  a, not at a, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
32174440, 27030168, 3, 52, 1940, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, employed, 1, II/IIIa, V/VI, no, yes, conserva, not very, not very, no, conserva, yes, not ment, member t, member s, not ment, not ment, 
55385705, 27030168, 3, 27, 1965, male, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, gvt trng, 0, VII/IIIb, II/IIIa, proxy re, proxy re, none, not at  a, not at a, no, conserva, no, not ment, not ment, not ment, not ment, not ment, 
6715494, 97280517, 4, 31, 1961, female, white, white br, inapplic, married, 2, 2, 2, none, 1, none, employed, 0, II/IIIa, II/IIIa, no, yes, labour, not at  a, not very, no, lib dem, yes, not ment, not ment, not ment, not ment, not ment, 
3234398, 19480590, 4, 54, 1938, male, white, any othe, inapplic, married, 1, 1, 1, none, none, 1, employed, 1, V/VI, IV, yes, inapplic, conserva, fairly s, fairly i, no, conserva, yes, not ment, not ment, member s, active r, not ment, 
16274522, 19480590, 4, 50, 1942, female, white, white ir, inapplic, married, 1, 1, 1, none, none, 1, employed, 0, VII/IIIb, I, yes, inapplic, conserva, not very, not very, no, conserva, no, not ment, not ment, member s, not ment, not ment, 
28966102, 19480590, 4, 21, 1971, male, white, inapplic, inapplic, never ma, 0, 1, none, 1, 1, none, employed, 0, V/VI, II/IIIa, yes, inapplic, conserva, fairly s, not very, no, conserva, yes, not ment, member t, not ment, not ment, not ment, 
87374295, 20780142, 2, 57, 1935, female, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 1, VII/IIIb, II/IIIa, yes, inapplic, conserva, not very, fairly i, no, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
79904735, 20780142, 2, 45, 1947, male, white, inapplic, 1966, married, 0, none, none, none, none, none, employed, 1, I, I, yes, inapplic, conserva, not very, fairly i, no, conserva, yes, not ment, not ment, member s, not ment, not ment, 
49364080, 88841155, 1, 63, 1928, female, white, white br, inapplic, widowed, 0, none, none, none, none, none, retired, 0, V/VI, VII/IIIb, no, yes, labour, not very, not very, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
72285450, 99620681, 5, 32, 1960, male, white, white br, inapplic, married, 3, 3, 3, none, 3, none, employed, 0, V/VI, V/VI, no, yes, labour, fairly s, not very, can't vo, lib dem, yes, not ment, member t, not ment, not ment, not ment, 
51655554, 99620681, 5, 30, 1962, female, white, white br, inapplic, married, 3, 3, 3, none, none, 3, employed, 0, V/VI, II/IIIa, yes, inapplic, labour, very str, not very, can't vo, lib dem, no, not ment, not ment, not ment, not ment, not ment, 
35895884, 79320028, 3, 25, 1967, female, black-ca, black/br, inapplic, never ma, 2, 2, 1, 1, 2, none, unemploy, 0, II/IIIa, VII/IIIb, yes, inapplic, labour, very str, fairly i, no, labour, yes, not ment, not ment, not ment, not ment, not ment, 
52473904, 4550597, 2, 70, 1922, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, retired, 0, II/IIIa, II/IIIa, yes, inapplic, labour, fairly s, not very, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
58624157, 4550597, 2, 62, 1930, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, family c, 0, V/VI, VII/IIIb, no, yes, labour, not very, not at a, no, labour, yes, not ment, not ment, not ment, not ment, not ment, 
1285847, 10081411, 4, 25, 1967, male, white, white sc, inapplic, married, 2, 2, 2, 1, 1, none, employed, 1, V/VI, IV, yes, inapplic, scot nat, very str, very int, can't vo, plaid cy, yes, not ment, not ment, not ment, not ment, not ment, 
30885941, 10081411, 4, 23, 1968, female, white, white sc, inapplic, married, 2, 2, 2, 1, 1, none, family c, 0, II/IIIa, II/IIIa, yes, inapplic, labour, fairly s, not very, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
95344028, 27840648, 2, 66, 1926, female, white, white br, inapplic, widowed, 0, none, none, none, none, none, family c, 0, V/VI, V/VI, no, yes, conserva, not very, not at a, can't vo, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
35814827, 27840648, 2, 43, 1949, male, other et, white br, inapplic, divorced, 0, none, none, none, none, none, employed, 0, II/IIIa, V/VI, yes, inapplic, conserva, fairly s, fairly i, no, conserva, yes, member p, not ment, not ment, not ment, not ment, 
9704565, 5380913, 3, 49, 1943, female, white, white br, inapplic, married, 1, 1, none, 1, none, none, employed, 0, VII/IIIb, VII/IIIb, no, yes, labour, not very, not at a, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
18974685, 5380913, 3, 46, 1946, male, white, white br, inapplic, married, 1, 1, none, none, none, 1, employed, 0, V/VI, II/IIIa, yes, inapplic, labour, fairly s, not at a, no, labour, no, not ment, not ment, not ment, not ment, not ment, 
30213725, 63910273, 1, 80, 1912, female, white, white br, inapplic, widowed, 0, none, none, none, none, none, retired, 1, II/IIIa, V/VI, yes, inapplic, conserva, very str, fairly i, no, conserva, no, not ment, not ment, not ment, not ment, not ment, 
47944103, 88330736, 2, 63, 1928, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, self-emp, 0, VII/IIIb, VII/IIIb, no, yes, lib dem, not very, fairly i, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
72874185, 88330736, 2, 61, 1931, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, unemploy, 0, VII/IIIb, V/VI, yes, inapplic, labour, not very, not at a, no, lib dem, yes, not ment, not ment, not ment, not ment, not ment, 
35695702, 34310817, 5, 26, 1965, male, white, inapplic, inapplic, living a, 3, 3, none, 3, 3, none, self-emp, 0, IV, IV, no, no, none, not at  a, not very, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
83426086, 34310817, 5, 20, 1971, female, other et, inapplic, inapplic, living a, 3, 3, 3, 3, none, none, family c, 0, V/VI, IV, no, no, none, not at  a, not very, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
77444222, 6590090, 3, 60, 1932, male, white, any othe, inapplic, married, 0, none, none, none, none, none, unemploy, 0, VII/IIIb, V/VI, no, yes, labour, fairly s, fairly i, no, labour, yes, not ment, not ment, not ment, not ment, not ment, 
14364552, 6590090, 3, 49, 1943, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, family c, 0, V/VI, II/IIIa, yes, inapplic, labour, not very, very int, can't vo, labour, yes, not ment, not ment, not ment, not ment, not ment, 
70855699, 6590090, 3, 27, 1965, male, white, white br, inapplic, never ma, 0, none, none, none, none, none, employed, 0, V/VI, VII/IIIb, no, no, none, not at  a, not very, can't vo, inapplic, yes, not ment, not ment, member s, not ment, not ment, 
56194977, 48810664, 6, 40, 1952, male, white, inapplic, inapplic, married, 4, 4, 4, none, none, 3, employed, 0, VII/IIIb, V/VI, yes, inapplic, labour, fairly s, fairly i, no, labour, no, not ment, not ment, not ment, not ment, not ment, 
38835349, 48810664, 6, 33, 1959, female, white, white br, 1961, married, 4, 4, 4, none, none, 3, employed, 0, VII/IIIb, V/VI, yes, inapplic, labour, very str, fairly i, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
86954299, 53400875, 1, 57, 1935, male, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, unemploy, 0, VII/IIIb, IV, yes, inapplic, labour, very str, not very, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
67434880, 96451195, 4, 42, 1950, female, white, white br, inapplic, living a, 0, none, none, none, none, none, self-emp, 1, IV, IV, yes, inapplic, conserva, fairly s, not very, no, conserva, no, not ment, not ment, not ment, not ment, not ment, 
66764398, 47990590, 4, 54, 1938, male, white, other mi, inapplic, married, 1, 1, 1, none, none, 1, employed, 1, V/VI, IV, yes, inapplic, conserva, not very, fairly i, no, conserva, no, not ment, not ment, member s, active r, not ment, 
97604522, 47990590, 4, 50, 1942, female, white, other wh, inapplic, married, 1, 1, 1, none, none, 1, employed, 0, VII/IIIb, I, yes, inapplic, conserva, not very, not very, can't vo, conserva, no, not ment, not ment, not ment, active r, not ment, 
79836102, 47990590, 4, 21, 1971, male, white, inapplic, inapplic, never ma, 0, 1, 1, none, none, 1, employed, 0, V/VI, II/IIIa, yes, inapplic, conserva, fairly s, not very, no, conserva, yes, not ment, member t, not ment, not ment, not ment, 
16173793, 93000939, 1, 75, 1916, female, white, other wh, inapplic, widowed, 0, none, none, none, none, none, retired, 0, V/VI, IV, yes, inapplic, labour, fairly s, not very, can't vo, labour, yes, not ment, not ment, not ment, active r, not ment, 
80964098, 82100482, 2, 64, 1928, female, white, white br, 1933, married, 0, none, none, none, none, none, retired, 0, I, V/VI, no, yes, labour, not very, fairly i, no, labour, yes, not ment, not ment, not ment, not ment, not ment, 
35334360, 82100482, 2, 55, 1937, female, white, white br, inapplic, married, 0, none, none, none, none, none, retired, 0, V/VI, VII/IIIb, no, no, none, not at  a, not at a, no, lib dem, yes, not ment, not ment, member s, not ment, not ment, 
73534223, 54021062, 4, 59, 1932, female, white, white br, inapplic, divorced, 0, none, none, none, none, none, family c, 0, VII/IIIb, V/VI, yes, inapplic, conserva, very str, very int, no, conserva, no, not ment, not ment, not ment, not ment, not ment, 
58305475, 54021062, 4, 31, 1961, male, white, inapplic, inapplic, divorced, 0, none, none, none, none, none, unemploy, 0, V/VI, II/IIIa, yes, inapplic, conserva, very str, not at a, no, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
77925879, 54021062, 4, 24, 1967, male, white, white br, 1972, never ma, 0, none, none, none, none, none, unemploy, 0, II/IIIa, IV, no, yes, conserva, not very, not at a, no, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
61845880, 54021062, 4, 24, 1967, male, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, lt sick, 1, VII/IIIb, II/IIIa, proxy re, proxy re, none, not at  a, not at a, no, conserva, no, not ment, not ment, not ment, not ment, not ment, 
15304780, 6130267, 1, 44, 1948, female, white, inapplic, inapplic, divorced, 0, none, none, none, none, none, employed, 0, II/IIIa, II/IIIa, yes, inapplic, conserva, fairly s, fairly i, no, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
54034273, 73091208, 4, 58, 1934, male, white, white br, inapplic, married, 0, none, none, none, none, none, self-emp, 1, I, V/VI, no, yes, lib dem, not very, very int, can't vo, lib dem, yes, not ment, not ment, not ment, active r, not ment, 
53414483, 73091208, 4, 51, 1941, female, white, inapplic, 1947, married, 0, none, none, none, none, none, employed, 1, VII/IIIb, V/VI, yes, inapplic, labour, fairly s, not very, no, labour, yes, member p, member t, not ment, active r, not ment, 
70505955, 73091208, 4, 24, 1968, female, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, unemploy, 1, V/VI, I, yes, inapplic, green pa, not very, fairly i, can't vo, labour, yes, member p, not ment, not ment, active r, not ment, 
34336095, 73091208, 4, 21, 1971, female, white, white br, inapplic, never ma, 0, none, none, none, none, none, ft studt, 0, V/VI, II/IIIa, no, no, none, not at  a, not at a, can't vo, lib dem, yes, not ment, not ment, not ment, not ment, member v, 
85803888, 63931094, 2, 71, 1921, male, white, white br, inapplic, married, 0, none, none, none, none, none, retired, 0, V/VI, V/VI, yes, inapplic, labour, not very, fairly i, no, labour, no, not ment, not ment, not ment, not ment, not ment, 
36993913, 63931094, 2, 70, 1922, female, white, white br, 1948, married, 0, none, none, none, none, none, retired, 0, II/IIIa, V/VI, no, no, none, not at  a, not very, can't vo, labour, yes, not ment, not ment, not ment, not ment, not ment, 
29195272, 74951125, 2, 35, 1957, male, white, white br, inapplic, living a, 0, none, none, none, none, none, self-emp, 0, IV, II/IIIa, no, yes, conserva, not very, fairly i, no, conserva, yes, not ment, not ment, member s, not ment, not ment, 
90995345, 74951125, 2, 34, 1958, female, white, white br, 1960, living a, 0, none, none, none, none, none, employed, 0, II/IIIa, VII/IIIb, no, yes, conserva, not very, not very, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
7845268, 66781167, 3, 35, 1957, female, white, white br, inapplic, living a, 1, 1, 1, none, none, 1, employed, 0, VII/IIIb, IV, no, no, none, not at  a, fairly i, can't vo, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
90125307, 66781167, 3, 33, 1958, male, white, inapplic, inapplic, living a, 1, 1, 1, none, none, 1, self-emp, 0, IV, II/IIIa, yes, inapplic, labour, not very, fairly i, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
22705725, 74300891, 4, 27, 1965, male, white, white we, inapplic, married, 2, 2, 2, 1, 1, none, employed, 1, I, II/IIIa, yes, inapplic, conserva, fairly s, fairly i, no, conserva, yes, not ment, not ment, member s, not ment, not ment, 
39865756, 74300891, 4, 27, 1965, female, white, white br, inapplic, married, 2, 2, 2, 1, 1, none, family c, 0, VII/IIIb, VII/IIIb, no, yes, conserva, not very, not very, no, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
66103731, 72691282, 1, 79, 1913, female, white, inapplic, inapplic, widowed, 0, none, none, none, none, none, retired, 0, VII/IIIb, IV, no, yes, labour, not at  a, not at a, no, labour, no, not ment, not ment, not ment, not ment, not ment, 
6405702, 40050817, 5, 26, 1965, male, white, inapplic, inapplic, living a, 3, 3, 3, 3, none, none, self-emp, 0, IV, IV, no, no, none, not at  a, not very, can't vo, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
29456086, 40050817, 5, 20, 1971, female, other et, inapplic, inapplic, living a, 3, 3, 3, 3, none, none, family c, 0, V/VI, II/IIIa, no, no, none, not at  a, not very, can't vo, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
26404026, 75960950, 4, 67, 1925, male, pakistan, asian/br, inapplic, married, 0, none, none, none, none, none, self-emp, 0, IV, II/IIIa, yes, inapplic, labour, fairly s, not very, no, labour, no, not ment, not ment, not ment, not ment, not ment, 
9794643, 75960950, 4, 47, 1945, female, pakistan, white br, inapplic, married, 0, none, none, none, none, none, employed, 0, V/VI, I, yes, inapplic, labour, not very, fairly i, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
69555478, 75960950, 4, 30, 1961, female, banglade, inapplic, 1964, never ma, 0, none, none, none, none, none, unemploy, 0, VII/IIIb, V/VI, no, yes, labour, not very, not very, no, labour, yes, not ment, member t, not ment, not ment, not ment, 
44366044, 75960950, 4, 22, 1970, female, pakistan, inapplic, inapplic, never ma, 0, none, none, none, none, none, unemploy, 0, V/VI, II/IIIa, no, yes, labour, not very, fairly i, no, labour, no, not ment, not ment, not ment, not ment, not ment, 
17673725, 3240273, 1, 80, 1912, female, white, white br, inapplic, widowed, 0, none, none, none, none, none, retired, 0, II/IIIa, VII/IIIb, yes, inapplic, conserva, very str, fairly i, no, conserva, no, not ment, not ment, not ment, not ment, not ment, 
13684443, 91150281, 3, 51, 1940, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, self-emp, 0, IV, II/IIIa, no, yes, conserva, fairly s, fairly i, can't vo, conserva, yes, not ment, not ment, not ment, not ment, member v, 
1574467, 91150281, 3, 51, 1940, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, self-emp, 0, IV, I, yes, inapplic, conserva, fairly s, fairly i, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
99964603, 62220176, 4, 48, 1944, female, black-af, white br, 1967, married, 1, 1, 1, none, none, none, employed, 1, II/IIIa, I, no, no, none, not at  a, not very, no, lib dem, yes, not ment, member t, not ment, not ment, not ment, 
99344665, 62220176, 4, 47, 1945, male, black-ca, white br, 1977, married, 1, 1, 1, none, none, none, employed, 1, I, II/IIIa, yes, inapplic, conserva, fairly s, not very, can't vo, conserva, no, not ment, member t, member s, not ment, not ment, 
30896285, 62220176, 4, 17, 1975, male, black-af, black/br, 1977, never ma, 0, 1, 1, none, none, none, ft studt, 0, V/VI, IV, no, no, none, not at  a, not at a, no, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
95984897, 29710813, 5, 42, 1950, male, black-ot, inapplic, 1965, married, 3, 3, 3, none, 1, 2, self-emp, 1, IV, V/VI, no, yes, labour, not very, very int, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
36663802, 62030890, 2, 75, 1917, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, family c, 1, VII/IIIb, V/VI, yes, inapplic, labour, not very, not very, no, labour, no, not ment, not ment, not ment, not ment, not ment, 
23333819, 62030890, 2, 74, 1918, male, white, white br, inapplic, married, 0, none, none, none, none, none, retired, 0, V/VI, II/IIIa, no, no, none, not at  a, fairly i, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
60825521, 93470023, 1, 31, 1961, male, white, other wh, inapplic, never ma, 0, none, none, none, none, none, employed, 1, II/IIIa, VII/IIIb, no, yes, lib dem, not very, very int, no, lib dem, yes, not ment, member t, member s, not ment, not ment, 
52965703, 92100069, 2, 27, 1965, female, white, inapplic, 1988, married, 0, none, none, none, none, none, employed, 1, VII/IIIb, I, no, yes, labour, fairly s, fairly i, can't vo, inapplic, yes, not ment, not ment, not ment, active r, not ment, 
99555867, 92100069, 2, 25, 1967, male, white, white br, inapplic, married, 0, none, none, none, none, none, unemploy, 0, VII/IIIb, IV, no, yes, labour, not very, fairly i, no, labour, no, not ment, not ment, member s, not ment, not ment, 
60065495, 87640848, 5, 31, 1961, male, white, inapplic, inapplic, married, 3, 3, 3, none, 1, 2, self-emp, 0, IV, V/VI, no, no, none, not at  a, not at a, can't vo, labour, yes, not ment, not ment, member s, not ment, not ment, 
74085588, 87640848, 5, 28, 1963, female, white, white br, inapplic, married, 3, 3, 1, none, 3, 2, family c, 0, V/VI, V/VI, no, no, none, not at  a, not at a, no, labour, yes, not ment, not ment, not ment, not ment, not ment, 
65684432, 33581256, 2, 53, 1939, male, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 0, VII/IIIb, V/VI, yes, inapplic, labour, fairly s, not at a, can't vo, labour, yes, not ment, member t, not ment, not ment, not ment, 
62644525, 33581256, 2, 50, 1942, female, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 0, V/VI, V/VI, yes, inapplic, labour, not very, not very, no, labour, no, not ment, not ment, not ment, not ment, not ment, 
45834726, 75601428, 4, 44, 1947, male, white, inapplic, inapplic, married, 1, 1, 1, none, none, none, self-emp, 1, IV, II/IIIa, proxy re, proxy re, none, not at  a, not at a, no, labour, no, not ment, not ment, not ment, not ment, not ment, 
35264843, 75601428, 4, 43, 1949, male, white, white sc, inapplic, married, 1, 1, 1, none, none, none, self-emp, 0, IV, II/IIIa, no, no, none, not at  a, not very, no, labour, yes, not ment, not ment, member s, not ment, not ment, 
94896227, 75601428, 4, 18, 1974, female, white, inapplic, inapplic, never ma, 0, 1, 1, none, none, none, ft studt, 1, V/VI, IV, yes, inapplic, scot nat, fairly s, very int, can't vo, inapplic, yes, not ment, member t, not ment, not ment, not ment, 
92755743, 78121343, 2, 27, 1965, male, white, white sc, inapplic, living a, 0, none, none, none, none, none, maternit, 1, II/IIIa, V/VI, no, no, none, not at  a, very int, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
5095821, 78121343, 2, 26, 1966, female, white, inapplic, inapplic, living a, 0, none, none, none, none, none, employed, 1, II/IIIa, II/IIIa, no, yes, labour, fairly s, fairly i, no, labour, yes, not ment, not ment, not ment, not ment, not ment, 
64975159, 34241059, 3, 37, 1955, female, other et, inapplic, inapplic, separate, 2, 2, 2, none, none, 1, employed, 0, II/IIIa, II/IIIa, no, no, none, not at  a, not at a, yes, inapplic, no, not ment, not ment, member s, not ment, not ment, 
92815319, 6840340, 2, 34, 1958, male, white, white br, inapplic, living a, 0, none, none, none, none, none, self-emp, 0, IV, I, no, yes, conserva, not very, fairly i, can't vo, lib dem, no, not ment, not ment, member s, not ment, not ment, 
83335401, 6840340, 2, 32, 1959, female, black-af, mixed w, inapplic, widowed, 0, none, none, none, none, none, employed, 0, II/IIIa, II/IIIa, no, yes, lib dem, not very, not very, can't vo, lib dem, yes, not ment, not ment, not ment, not ment, not ment, 
34716158, 64751110, 4, 20, 1972, female, indian, inapplic, inapplic, never ma, 0, none, none, none, none, none, ft studt, 0, II/IIIa, IV, yes, inapplic, none, not at  a, not very, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
20646201, 64751110, 4, 19, 1973, female, black-ot, mix w &, inapplic, never ma, 0, none, none, none, none, none, ft studt, 0, VII/IIIb, II/IIIa, yes, inapplic, labour, fairly s, very int, no, labour, no, not ment, not ment, not ment, not ment, member v, 
73706237, 64751110, 4, 18, 1974, male, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, ft studt, 1, V/VI, IV, no, no, none, not at  a, very int, no, labour, yes, not ment, not ment, not ment, active r, not ment, 
9476238, 64751110, 4, 18, 1974, male, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, ft studt, 0, IV, II/IIIa, yes, inapplic, conserva, fairly s, not at a, no, conserva, no, not ment, not ment, not ment, not ment, not ment, 
4144060, 86281367, 2, 65, 1927, male, white, inapplic, inapplic, living a, 0, none, none, none, none, none, employed, 0, II/IIIa, IV, yes, inapplic, conserva, fairly s, very int, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
3654112, 86281367, 2, 62, 1929, male, white, inapplic, inapplic, living a, 0, none, none, none, none, none, self-emp, 1, IV, IV, proxy re, proxy re, none, not at  a, not at a, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
56195786, 57041389, 3, 26, 1966, female, white, white sc, inapplic, living a, 1, 1, 1, none, none, 1, family c, 0, II/IIIa, II/IIIa, no, no, none, not at  a, not at a, no, labour, no, not ment, not ment, not ment, not ment, not ment, 
47874050, 33580401, 1, 66, 1926, female, white, white br, inapplic, divorced, 0, none, none, none, none, none, retired, 0, V/VI, V/VI, yes, inapplic, labour, not very, fairly i, no, labour, no, not ment, not ment, not ment, not ment, not ment, 
93713792, 4790588, 2, 75, 1916, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, retired, 0, VII/IIIb, V/VI, yes, inapplic, conserva, not very, fairly i, can't vo, conserva, yes, member p, not ment, not ment, active r, not ment, 
973804, 4790588, 2, 75, 1917, male, white, white br, inapplic, married, 0, none, none, none, none, none, retired, 1, II/IIIa, II/IIIa, yes, inapplic, conserva, not very, fairly i, no, conserva, yes, not ment, member t, not ment, active r, not ment, 
17655683, 58500484, 1, 28, 1964, female, white, white br, inapplic, never ma, 0, none, none, none, none, none, employed, 1, II/IIIa, II/IIIa, no, yes, conserva, not very, not very, no, conserva, yes, not ment, not ment, member s, not ment, not ment, 
81114792, 37560674, 4, 44, 1948, female, white, white br, inapplic, married, 2, 2, 2, none, none, none, family c, 0, IV, IV, no, no, none, not at  a, fairly i, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
32615215, 37560674, 4, 36, 1956, male, white, white br, inapplic, married, 2, 2, 2, none, none, none, unemploy, 0, V/VI, II/IIIa, no, no, none, not at  a, not very, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
36096040, 12390242, 1, 22, 1970, female, other et, inapplic, inapplic, never ma, 0, none, none, none, none, none, unemploy, 0, IV, IV, no, no, none, not at  a, fairly i, can't vo, inapplic, yes, not ment, not ment, member s, not ment, not ment, 
55365366, 15920019, 2, 33, 1959, female, white, inapplic, inapplic, separate, 1, 1, 1, none, none, 1, unemploy, 0, VII/IIIb, IV, no, no, none, not at  a, not very, can't vo, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
96403920, 4770840, 1, 69, 1922, female, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, retired, 0, VII/IIIb, V/VI, yes, inapplic, labour, not very, fairly i, no, labour, yes, not ment, member t, not ment, not ment, not ment, 
20245856, 7700885, 2, 25, 1967, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, unemploy, 1, II/IIIa, VII/IIIb, no, yes, labour, not very, not at a, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
35925860, 7700885, 2, 25, 1967, male, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 0, V/VI, II/IIIa, no, yes, conserva, not very, fairly i, can't vo, conserva, yes, not ment, not ment, member s, not ment, not ment, 
72894454, 18490475, 2, 52, 1940, male, white, inapplic, 1960, married, 0, none, none, none, none, none, unemploy, 0, IV, I, yes, inapplic, conserva, fairly s, very int, can't vo, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
40584562, 18490475, 2, 49, 1943, male, white, inapplic, 1959, married, 0, none, none, none, none, none, employed, 0, V/VI, IV, yes, inapplic, labour, fairly s, very int, no, labour, yes, not ment, member t, not ment, not ment, not ment, 
60914437, 19600212, 3, 53, 1939, male, black-af, inapplic, 1969, married, 1, 1, 1, none, none, none, employed, 1, II/IIIa, I, yes, inapplic, labour, fairly s, fairly i, can't vo, labour, no, member p, member t, not ment, active r, not ment, 
37174692, 19600212, 3, 46, 1946, male, black-af, inapplic, 1971, married, 1, 1, 1, none, none, none, employed, 0, V/VI, IV, yes, inapplic, labour, very str, not very, no, labour, no, not ment, not ment, not ment, not ment, not ment, 
80034421, 73550279, 1, 53, 1939, male, white, other wh, inapplic, never ma, 0, none, none, none, none, none, employed, 0, II/IIIa, VII/IIIb, yes, inapplic, conserva, not very, not very, can't vo, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
50915127, 42630923, 4, 38, 1954, female, white, white br, inapplic, married, 2, 2, 2, none, 2, none, employed, 1, I, II/IIIa, yes, inapplic, conserva, fairly s, very int, can't vo, conserva, yes, not ment, member t, not ment, not ment, not ment, 
